2,3,0.989002403
2,4,0.980446006
2,10,0.799540535
2,11,0.80103513
2,12,0.755652708
3,2,0.989002403
3,4,0.991348821
3,10,0.808640018
3,11,0.81011722
4,2,0.980446006
4,3,0.991348821
4,10,0.798872596
4,11,0.800375786
10,2,0.799540535
10,3,0.808640018
10,4,0.798872596
10,11,0.971563095
11,2,0.80103513
11,3,0.81011722
11,4,0.800375786
11,10,0.971563095
11,13,0.754295991
12,2,0.755652708
13,11,0.754295991
15,584,0.81438654
18,21,0.964113111
19,20,0.964113111
21,27,0.787499231
21,357,0.787499231
21,371,0.787499231
21,493,0.787499231
21,746,0.787499231
21,747,0.787499231
21,920,0.787499231
21,1010,0.787499231
23,26,0.929435154
24,25,0.929435154
25,23,0.787499231
25,411,0.814800844
25,601,0.860165329
25,912,0.852689212
29,103,0.792622055
29,198,0.792622055
29,314,0.792622055
29,393,0.792622055
29,395,0.792622055
29,400,0.792622055
29,498,0.792622055
29,603,0.792622055
29,807,0.792622055
29,846,0.792622055
29,867,0.792622055
29,961,0.792622055
29,982,0.792622055
29,1025,0.792622055
30,103,0.792622055
30,198,0.792622055
30,314,0.792622055
30,393,0.792622055
30,395,0.792622055
30,400,0.792622055
30,498,0.792622055
30,603,0.792622055
30,807,0.792622055
30,846,0.792622055
30,867,0.792622055
30,961,0.792622055
30,982,0.792622055
30,1025,0.792622055
31,261,0.767264712
37,16,0.93089581
38,483,0.759242018
38,1021,0.773614835
39,109,0.781250361
39,584,0.759054503
40,95,0.819097543
40,111,0.783846909
40,140,0.783846909
40,144,0.783846909
40,402,0.783846909
40,420,0.783846909
40,482,0.783846909
40,488,0.783846909
40,489,0.75629511
40,573,0.783846909
40,583,0.783846909
40,608,0.783846909
40,668,0.783846909
40,826,0.783846909
40,852,0.783846909
41,715,0.890464129
41,716,0.777945071
44,543,0.763131042
45,423,0.789017762
45,479,0.807631896
45,786,0.807631896
45,995,0.814653404
48,15,0.93089581
49,755,0.787298581
54,115,0.899207767
54,887,0.899207767
55,149,0.754402754
55,468,0.754402754
55,496,0.754402754
55,557,0.754402754
55,620,0.754402754
57,416,0.816545656
57,778,0.786374913
57,779,0.786374913
58,111,0.763819006
58,140,0.763819006
58,144,0.763819006
58,402,0.763819006
58,420,0.763819006
58,482,0.763819006
58,488,0.763819006
58,573,0.763819006
58,583,0.763819006
58,608,0.763819006
58,668,0.763819006
58,826,0.763819006
58,852,0.763819006
59,103,0.77077906
59,198,0.77077906
59,314,0.77077906
59,393,0.77077906
59,395,0.77077906
59,400,0.77077906
59,498,0.77077906
59,603,0.77077906
59,807,0.77077906
59,846,0.77077906
59,867,0.77077906
59,961,0.77077906
59,982,0.77077906
59,1025,0.77077906
60,443,0.802508523
61,62,0.767960635
61,63,0.767960635
61,128,0.767960635
61,129,0.767960635
61,382,0.767960635
61,527,0.79035176
61,528,0.79035176
61,529,0.79035176
61,530,0.79035176
61,531,0.79035176
61,532,0.79035176
61,533,0.780678708
61,534,0.79035176
61,941,0.767960635
62,61,0.767960635
62,81,0.806653711
62,82,0.806653711
62,334,0.777357149
62,725,0.779764614
62,726,0.779764614
62,727,0.779764614
63,61,0.767960635
63,81,0.806653711
63,82,0.806653711
63,334,0.777357149
63,725,0.779764614
63,726,0.779764614
63,727,0.779764614
69,70,0.97441966
69,71,0.939658994
70,69,0.97441966
70,71,0.964591578
71,69,0.939658994
71,70,0.964591578
72,149,0.770145976
72,468,0.770145976
72,496,0.770145976
72,557,0.770145976
72,620,0.770145976
73,77,0.894533644
73,101,0.942871376
73,203,0.753717973
73,424,0.755366545
73,440,0.797508715
73,567,0.831733624
73,596,0.882111209
73,633,0.763636614
73,659,0.942871376
73,687,0.799701297
73,733,0.763636614
73,940,0.848763471
74,77,0.894533644
74,101,0.942871376
74,203,0.753717973
74,424,0.755366545
74,440,0.797508715
74,567,0.831733624
74,596,0.882111209
74,633,0.763636614
74,659,0.942871376
74,687,0.799701297
74,733,0.763636614
74,940,0.848763471
77,73,0.894533644
77,74,0.894533644
77,80,0.894533644
77,101,0.953503859
77,199,0.894533644
77,336,0.894533644
77,398,0.894533644
77,399,0.894533644
77,422,0.894533644
77,427,0.894533644
77,486,0.894533644
77,506,0.894533644
77,542,0.894533644
77,546,0.894533644
77,565,0.894533644
77,566,0.894533644
77,582,0.894533644
77,596,0.790380958
77,634,0.894533644
77,648,0.894533644
77,659,0.953503859
77,809,0.894533644
77,829,0.894533644
77,834,0.894533644
77,844,0.894533644
77,899,0.894533644
77,940,0.760828156
77,950,0.894533644
77,952,0.894533644
77,954,0.894533644
77,956,0.894533644
77,971,0.894533644
77,981,0.894533644
77,989,0.894533644
77,990,0.894533644
77,1007,0.894533644
77,1012,0.894533644
78,103,0.763725331
78,114,0.765131545
78,198,0.763725331
78,314,0.763725331
78,393,0.763725331
78,395,0.763725331
78,400,0.763725331
78,498,0.763725331
78,603,0.763725331
78,807,0.763725331
78,846,0.763725331
78,867,0.763725331
78,961,0.763725331
78,982,0.763725331
78,1025,0.763725331
80,77,0.894533644
80,101,0.942871376
80,203,0.753717973
80,424,0.755366545
80,440,0.797508715
80,567,0.831733624
80,596,0.882111209
80,633,0.763636614
80,659,0.942871376
80,687,0.799701297
80,733,0.763636614
80,940,0.848763471
81,62,0.806653711
81,63,0.806653711
81,128,0.806653711
81,129,0.806653711
81,382,0.806653711
81,431,0.766080135
81,432,0.766080135
81,941,0.806653711
82,62,0.806653711
82,63,0.806653711
82,128,0.806653711
82,129,0.806653711
82,382,0.806653711
82,431,0.766080135
82,432,0.766080135
82,941,0.806653711
84,901,0.80778907
85,901,0.80778907
86,423,0.789017762
86,479,0.807631896
86,786,0.807631896
86,995,0.814653404
90,91,0.929829739
91,90,0.929829739
93,115,0.757379463
93,165,0.866939608
93,497,0.788411879
93,611,0.822568596
93,704,0.861430029
93,887,0.757379463
94,943,0.86156671
95,41,0.819097543
95,104,0.868075856
95,146,0.828980197
95,745,0.755893628
96,109,0.781250361
96,584,0.759054503
97,98,0.879463426
97,117,0.879463426
97,118,0.879463426
97,677,0.879463426
98,97,0.879463426
99,730,0.767222507
99,731,0.767222507
101,73,0.942871376
101,74,0.942871376
101,77,0.953503859
101,80,0.942871376
101,199,0.942871376
101,336,0.942871376
101,398,0.942871376
