2	3
2	4
2	11
3	2
3	4
3	10
3	11
4	2
4	3
4	11
10	3
10	11
11	2
11	3
11	4
11	10
15	584
18	21
19	20
23	26
24	25
25	411
25	601
25	912
37	16
40	95
41	715
45	479
45	786
45	995
48	15
54	115
54	887
57	416
60	443
62	81
62	82
63	81
63	82
69	70
69	71
70	69
70	71
71	69
71	70
73	77
73	101
73	567
73	596
73	659
73	940
74	77
74	101
74	567
74	596
74	659
74	940
77	73
77	74
77	80
77	101
77	199
77	336
77	398
77	399
77	422
77	427
77	486
77	506
77	542
77	546
77	565
77	566
77	582
77	634
77	648
77	659
77	809
77	829
77	834
77	844
77	899
77	950
77	952
77	954
77	956
77	971
77	981
77	989
77	990
77	1007
77	1012
80	77
80	101
80	567
80	596
80	659
80	940
81	62
81	63
81	128
81	129
81	382
81	941
82	62
82	63
82	128
82	129
82	382
82	941
84	901
85	901
86	479
86	786
86	995
90	91
91	90
93	165
93	611
93	704
94	943
95	41
95	104
95	146
97	98
97	117
97	118
97	677
98	97
101	73
101	74
101	77
101	80
101	199
101	336
101	398
101	399
101	422
101	427
101	486
101	506
101	542
101	546
101	565
101	566
101	582
101	596
101	634
101	648
101	809
101	829
101	834
101	844
101	899
101	940
101	950
101	952
101	954
101	956
101	971
101	981
101	989
101	990
101	1007
101	1012
103	396
103	696
103	969
104	95
104	434
104	745
111	489
111	833
114	416
114	778
114	779
115	54
117	97
118	97
122	121
124	120
126	752
126	753
128	81
128	82
129	81
129	82
130	169
130	265
130	883
139	489
139	833
144	489
144	833
146	95
149	619
149	794
149	825
162	901
165	93
165	572
165	578
165	586
165	588
165	655
165	660
165	723
165	724
165	1018
169	130
170	830
174	175
175	174
187	188
188	187
196	383
196	823
196	835
198	396
198	696
198	969
199	77
199	101
199	567
199	596
199	659
199	940
227	227
228	226
229	308
230	292
230	1009
236	237
237	236
259	416
259	778
259	779
261	819
265	130
270	271
271	270
279	718
287	288
288	287
290	308
292	230
292	1009
294	591
294	623
294	624
294	922
308	229
308	290
314	396
314	696
314	969
323	324
324	323
327	547
327	548
327	666
336	77
336	101
336	567
336	596
336	659
336	940
347	348
348	347
357	411
357	601
357	912
365	366
366	365
368	855
371	411
371	601
371	912
377	379
379	377
382	81
382	82
383	196
383	404
388	389
389	388
393	396
393	696
393	969
394	479
394	786
394	995
395	396
395	696
395	969
396	103
396	198
396	314
396	393
396	395
396	400
396	498
396	603
396	807
396	846
396	867
396	961
396	980
396	982
396	1025
398	77
398	101
398	567
398	596
398	659
398	940
399	77
399	101
399	567
399	596
399	659
399	940
400	396
400	696
400	969
402	489
402	833
404	383
404	823
404	835
411	27
411	357
411	371
411	493
411	746
411	747
411	920
411	1010
413	649
414	479
414	786
414	995
416	57
416	114
416	259
416	591
416	623
416	624
416	778
416	779
416	922
417	449
417	450
418	449
418	450
419	449
419	450
420	489
420	833
422	77
422	101
422	567
422	596
422	659
422	940
427	77
427	101
427	567
427	596
427	659
427	940
428	571
428	972
434	104
434	435
434	439
434	683
435	434
435	439
435	683
437	438
438	437
439	434
439	435
439	683
443	60
449	417
449	418
449	419
449	816
449	817
