2	3
2	4
3	2
3	4
4	2
4	3
10	11
11	10
18	21
19	20
23	26
24	25
25	601
25	912
37	16
41	715
48	15
54	115
54	887
69	70
69	71
70	69
70	71
71	69
71	70
73	77
73	101
73	596
73	659
74	77
74	101
74	596
74	659
77	73
77	74
77	80
77	101
77	199
77	336
77	398
77	399
77	422
77	427
77	486
77	506
77	542
77	546
77	565
77	566
77	582
77	634
77	648
77	659
77	809
77	829
77	834
77	844
77	899
77	950
77	952
77	954
77	956
77	971
77	981
77	989
77	990
77	1007
77	1012
80	77
80	101
80	596
80	659
90	91
91	90
93	165
93	704
94	943
95	104
97	98
97	117
97	118
97	677
98	97
101	73
101	74
101	77
101	80
101	199
101	336
101	398
101	399
101	422
101	427
101	486
101	506
101	542
101	546
101	565
101	566
101	582
101	634
101	648
101	809
101	829
101	834
101	844
101	899
101	950
101	952
101	954
101	956
101	971
101	981
101	989
101	990
101	1007
101	1012
104	95
104	745
111	489
114	416
115	54
117	97
118	97
130	169
130	265
130	883
139	489
144	489
149	619
149	794
165	93
165	572
165	578
165	586
165	588
165	655
165	660
165	723
165	724
165	1018
169	130
174	175
175	174
187	188
188	187
199	77
199	101
199	596
199	659
227	227
228	226
230	1009
236	237
237	236
259	416
261	819
265	130
270	271
271	270
287	288
288	287
294	591
294	623
294	624
294	922
336	77
336	101
336	596
336	659
347	348
348	347
357	601
357	912
365	366
366	365
371	601
371	912
388	389
389	388
396	980
398	77
398	101
398	596
398	659
399	77
399	101
399	596
399	659
402	489
416	114
416	259
416	778
416	779
420	489
422	77
422	101
422	596
422	659
427	77
427	101
427	596
427	659
434	435
434	439
434	683
435	434
439	434
468	619
468	794
482	489
486	77
486	101
486	596
486	659
488	489
489	111
489	140
489	144
489	402
489	420
489	482
489	488
489	573
489	583
489	608
489	668
489	826
489	852
493	601
493	912
496	619
496	794
506	77
506	101
506	596
506	659
527	533
528	533
529	533
530	533
531	533
532	533
533	527
533	528
533	529
533	530
533	531
533	532
533	534
534	533
542	77
542	101
542	596
542	659
546	77
546	101
546	596
546	659
552	637
552	652
552	962
557	619
557	794
565	77
565	101
565	596
565	659
566	77
566	101
566	596
566	659
572	165
572	704
573	489
578	165
578	704
582	77
582	101
582	596
582	659
583	489
586	165
586	704
588	165
588	704
591	294
596	73
596	74
596	80
596	199
596	336
596	398
596	399
596	422
596	427
596	486
596	506
596	542
596	546
596	565
596	566
596	582
596	634
596	648
596	809
596	829
596	834
596	844
596	899
596	950
596	952
596	954
596	956
596	971
596	981
596	989
596	990
596	1007
596	1012
601	27
601	357
601	371
601	493
601	746
601	747
601	920
601	1010
608	489
619	149
619	468
619	496
619	557
619	620
620	619
620	794
622	898
623	294
624	294
634	77
634	101
634	596
634	659
637	552
640	812
648	77
648	101
648	596
648	659
652	552
655	165
655	704
659	73
659	74
659	77
659	80
659	199
659	336
659	398
659	399
659	422
659	427
659	486
659	506
659	542
659	546
659	565
659	566
659	582
659	634
659	648
659	809
659	829
659	834
659	844
659	899
659	950
659	952
659	954
659	956
659	971
659	981
659	989
659	990
659	1007
659	1012
660	165
660	704
668	489
677	97
683	434
704	93
704	572
704	578
704	586
704	588
704	655
704	660
704	723
704	724
704	1018
707	709
707	725
707	726
707	727
708	709
708	725
708	726
708	727
709	707
709	708
709	725
709	726
709	727
715	42
715	716
716	715
716	1020
723	165
723	704
724	165
724	704
725	707
725	708
725	709
726	707
726	708
726	709
727	707
727	708
727	709
734	802
735	802
745	104
746	601
746	912
747	601
747	912
754	1037
755	974
778	416
779	416
780	1023
794	149
794	468
794	496
794	557
794	620
802	734
802	735
809	77
809	101
809	596
809	659
812	640
819	261
826	489
829	77
829	101
829	596
829	659
833	1001
834	77
834	101
834	596
834	659
844	77
844	101
844	596
844	659
852	489
855	917
883	130
887	54
898	622
899	77
899	101
899	596
899	659
912	27
912	357
912	371
912	493
912	746
912	747
912	920
912	1010
917	855
920	601
920	912
922	294
943	94
943	959
950	77
950	101
950	596
950	659
952	77
952	101
952	596
952	659
954	77
954	101
954	596
954	659
956	77
956	101
956	596
956	659
959	943
962	552
967	965
967	966
969	77
969	101
969	596
969	659
972	755
973	964
973	966
975	964
975	965
980	396
981	77
981	101
981	596
981	659
989	77
989	101
989	596
989	659
990	77
990	101
990	596
990	659
1001	833
1004	77
1004	101
1004	596
1004	659
1005	1005
1005	1006
1007	1004
1007	1006
1008	601
1008	912
1009	230
1011	77
1011	101
1011	596
1011	659
1017	1004
1017	1005
1018	165
1018	704
1020	716
1023	780
1037	754
