1	2
1	3
1	6
1	101
1	118
1	153
1	162
1	176
1	197
1	225
1	226
1	228
1	267
1	268
1	269
1	302
1	317
1	318
1	336
1	349
1	362
1	389
1	391
1	395
1	404
1	413
1	422
1	429
1	433
1	452
1	513
1	520
1	523
1	534
1	596
1	606
1	624
1	628
1	646
1	677
1	680
1	704
1	762
1	768
1	778
1	788
1	789
1	790
1	791
1	793
1	794
1	795
1	796
1	797
1	798
1	802
1	804
1	818
1	821
1	823
1	831
1	836
1	856
1	900
1	928
1	990
1	991
1	1041
1	1060
2	1
2	3
2	6
2	52
2	101
2	118
2	129
2	153
2	162
2	176
2	197
2	225
2	226
2	228
2	267
2	268
2	269
2	302
2	317
2	318
2	336
2	349
2	362
2	389
2	391
2	395
2	404
2	413
2	422
2	429
2	433
2	450
2	452
2	513
2	520
2	523
2	534
2	596
2	606
2	624
2	628
2	646
2	677
2	680
2	704
2	762
2	768
2	778
2	788
2	789
2	790
2	791
2	793
2	794
2	795
2	796
2	797
2	798
2	802
2	804
2	818
2	821
2	823
2	831
2	836
2	856
2	900
2	928
2	990
2	991
2	1041
3	1
3	2
3	6
3	101
3	118
3	148
3	176
3	197
3	224
3	225
3	226
3	228
3	267
3	268
3	269
3	302
3	318
3	336
3	349
3	362
3	389
3	391
3	395
3	404
3	413
3	422
3	429
3	433
3	513
3	520
3	523
3	534
3	596
3	606
3	663
3	677
3	680
3	704
3	762
3	778
3	788
3	789
3	790
3	791
3	793
3	794
3	795
3	796
3	798
3	802
3	804
3	823
3	831
3	836
3	856
3	928
3	990
3	991
3	1041
3	1060
6	1
6	2
6	3
6	52
6	101
6	118
6	153
6	162
6	176
6	197
6	225
6	226
6	228
6	267
6	268
6	269
6	302
6	317
6	318
6	336
6	349
6	362
6	389
6	391
6	395
6	404
6	413
6	422
6	429
6	433
6	452
6	513
6	520
6	523
6	534
6	596
6	606
6	624
6	628
6	646
6	659
6	677
6	680
6	704
6	723
6	762
6	768
6	778
6	788
6	789
6	790
6	791
6	793
6	794
6	795
6	796
6	797
6	798
6	802
6	804
6	818
6	821
6	823
6	831
6	836
6	856
6	900
6	928
6	990
6	991
6	1041
7	30
7	153
7	391
7	762
7	778
7	790
7	798
7	900
8	557
8	582
11	233
11	885
30	7
30	118
30	153
30	391
30	704
30	762
30	778
30	790
30	798
30	831
30	900
52	2
52	6
52	723
75	641
82	83
83	82
85	893
86	805
92	118
92	131
92	148
92	162
92	176
92	197
92	224
92	302
92	336
92	349
92	362
92	391
92	413
92	422
92	429
92	433
92	513
92	520
92	532
92	548
92	550
92	569
92	596
92	606
92	608
92	659
92	677
92	680
92	704
92	788
92	789
92	790
92	791
92	793
92	794
92	795
92	796
92	798
92	802
92	804
92	831
92	836
92	856
92	928
92	990
92	991
92	1041
96	97
97	96
98	250
98	443
101	1
101	2
101	3
101	6
101	790
101	798
103	391
103	680
103	882
111	960
118	1
118	2
118	3
118	6
118	30
118	92
118	279
118	561
120	680
121	721
122	529
128	129
128	296
128	297
128	298
128	299
128	300
128	301
128	436
128	455
128	456
128	528
128	609
128	759
128	760
128	761
128	762
128	764
128	765
128	766
128	767
128	768
128	778
129	2
129	128
129	296
129	297
129	298
129	299
129	300
129	301
129	436
129	455
129	456
129	528
129	609
129	759
129	760
129	761
129	762
129	764
129	765
129	766
129	767
129	768
129	778
130	247
131	92
131	391
131	596
131	659
131	680
131	1041
133	801
138	963
148	3
148	92
148	224
148	349
148	433
148	790
150	673
