ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
"Carcinoma, Hepatocellular"	"Carcinoma, Hepatocellular"	237/478	338/1764	1.37E-78	8.82E-76	1.63E-76	hsa-mir-106a/hsa-mir-301a/hsa-mir-148b/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-455/hsa-mir-616/hsa-let-7f-1/hsa-let-7f-2/hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-539/hsa-mir-590/hsa-mir-199b/hsa-mir-33b/hsa-mir-331/hsa-mir-126/hsa-mir-33a/hsa-mir-192/hsa-mir-136/hsa-mir-3664/hsa-mir-199a-2/hsa-mir-142/hsa-mir-154/hsa-mir-135b/hsa-mir-130b/hsa-mir-148a/hsa-mir-19a/hsa-mir-23a/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-199a-1/hsa-mir-361/hsa-mir-345/hsa-mir-128-2/hsa-mir-32/hsa-mir-140/hsa-mir-107/hsa-mir-30c-1/hsa-mir-744/hsa-mir-188/hsa-mir-30e/hsa-mir-210/hsa-mir-134/hsa-mir-675/hsa-mir-410/hsa-let-7e/hsa-mir-153-2/hsa-mir-30c-2/hsa-mir-143/hsa-mir-222/hsa-mir-330/hsa-mir-320a/hsa-mir-376a-1/hsa-mir-29b-2/hsa-mir-340/hsa-mir-7-1/hsa-mir-132/hsa-mir-151a/hsa-mir-296/hsa-mir-374a/hsa-mir-29b-1/hsa-mir-200c/hsa-mir-149/hsa-mir-93/hsa-mir-181d/hsa-mir-3131/hsa-mir-100/hsa-mir-95/hsa-mir-130a/hsa-mir-19b-1/hsa-mir-582/hsa-mir-509-1/hsa-mir-212/hsa-mir-452/hsa-mir-18a/hsa-mir-1-2/hsa-mir-411/hsa-mir-509-3/hsa-mir-19b-2/hsa-mir-509-2/hsa-mir-155/hsa-mir-511/hsa-mir-203a/hsa-mir-490/hsa-mir-29c/hsa-mir-1-1/hsa-mir-99b/hsa-mir-203b/hsa-mir-499a/hsa-mir-31/hsa-mir-581/hsa-mir-217/hsa-mir-151b/hsa-mir-187/hsa-mir-760/hsa-mir-483/hsa-mir-20b/hsa-mir-1180/hsa-mir-105-2/hsa-mir-486-1/hsa-mir-133a-2/hsa-mir-34b/hsa-mir-592/hsa-mir-935/hsa-mir-204/hsa-mir-129-1/hsa-mir-761/hsa-mir-30d/hsa-mir-10a/hsa-let-7b/hsa-let-7g/hsa-mir-202/hsa-mir-150/hsa-mir-335/hsa-mir-214/hsa-mir-499b/hsa-mir-21/hsa-mir-141/hsa-mir-18b/hsa-mir-218-2/hsa-mir-491/hsa-mir-144/hsa-mir-223/hsa-mir-302c/hsa-mir-34c/hsa-mir-342/hsa-mir-193a/hsa-mir-571/hsa-mir-1290/hsa-mir-128-1/hsa-mir-30a/hsa-mir-339/hsa-mir-378a/hsa-mir-503/hsa-mir-22/hsa-mir-190b/hsa-mir-708/hsa-mir-940/hsa-mir-3117/hsa-mir-218-1/hsa-mir-122/hsa-let-7i/hsa-mir-216a/hsa-mir-489/hsa-mir-376a-2/hsa-mir-15a/hsa-mir-181c/hsa-let-7c/hsa-mir-449c/hsa-mir-186/hsa-mir-193b/hsa-mir-138-1/hsa-mir-302b/hsa-mir-28/hsa-mir-449b/hsa-mir-26a-1/hsa-mir-520d/hsa-let-7d/hsa-mir-27b/hsa-mir-27a/hsa-mir-221/hsa-mir-205/hsa-mir-184/hsa-mir-542/hsa-mir-200b/hsa-mir-145/hsa-mir-206/hsa-mir-30b/hsa-mir-92b/hsa-mir-450b/hsa-mir-98/hsa-mir-630/hsa-mir-24-1/hsa-mir-215/hsa-mir-1249/hsa-mir-520b/hsa-mir-195/hsa-mir-139/hsa-mir-125b-1/hsa-mir-99a/hsa-mir-604/hsa-mir-484/hsa-mir-106b/hsa-mir-133b/hsa-mir-138-2/hsa-mir-505/hsa-mir-200a/hsa-mir-26a-2/hsa-mir-574/hsa-mir-1468/hsa-mir-610/hsa-mir-224/hsa-mir-384/hsa-mir-324/hsa-mir-92a-2/hsa-mir-422a/hsa-mir-492/hsa-mir-378b/hsa-mir-211/hsa-mir-152/hsa-mir-15b/hsa-mir-570/hsa-mir-26b/hsa-mir-494/hsa-mir-127/hsa-mir-191/hsa-mir-146b/hsa-mir-216b/hsa-mir-325/hsa-mir-520a/hsa-mir-922/hsa-mir-17/hsa-mir-3127/hsa-mir-197/hsa-mir-429/hsa-mir-1297/hsa-mir-423/hsa-mir-137/hsa-mir-485/hsa-mir-182/hsa-mir-92a-1/hsa-mir-1260a/hsa-mir-506/hsa-mir-764/hsa-mir-501/hsa-mir-1246/hsa-mir-3126/hsa-mir-24-2/hsa-mir-362/hsa-mir-365b/hsa-mir-377/hsa-mir-431/hsa-mir-451a/hsa-mir-378e/hsa-mir-378f	237
"Carcinoma, Breast"	"Carcinoma, Breast"	232/478	346/1764	4.10E-70	1.32E-67	2.44E-68	hsa-mir-106a/hsa-mir-301a/hsa-mir-148b/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-455/hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-590/hsa-mir-199b/hsa-mir-33b/hsa-mir-331/hsa-mir-126/hsa-mir-33a/hsa-mir-192/hsa-mir-199a-2/hsa-mir-142/hsa-mir-135b/hsa-mir-130b/hsa-mir-148a/hsa-mir-19a/hsa-mir-23a/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-199a-1/hsa-mir-3613/hsa-mir-23b/hsa-mir-361/hsa-mir-345/hsa-mir-128-2/hsa-mir-140/hsa-mir-576/hsa-mir-107/hsa-mir-30c-1/hsa-mir-744/hsa-mir-30e/hsa-mir-210/hsa-mir-134/hsa-mir-675/hsa-mir-410/hsa-let-7e/hsa-mir-153-2/hsa-mir-30c-2/hsa-mir-143/hsa-mir-222/hsa-mir-330/hsa-mir-320a/hsa-mir-376a-1/hsa-mir-29b-2/hsa-mir-340/hsa-mir-7-1/hsa-mir-132/hsa-mir-296/hsa-mir-627/hsa-mir-374a/hsa-mir-29b-1/hsa-mir-200c/hsa-mir-149/hsa-mir-93/hsa-mir-181d/hsa-mir-196b/hsa-mir-100/hsa-mir-130a/hsa-mir-1266/hsa-mir-19b-1/hsa-mir-509-1/hsa-mir-328/hsa-mir-212/hsa-mir-452/hsa-mir-18a/hsa-mir-1-2/hsa-mir-411/hsa-mir-509-3/hsa-mir-19b-2/hsa-mir-509-2/hsa-mir-155/hsa-mir-203a/hsa-mir-29c/hsa-mir-1-1/hsa-mir-203b/hsa-mir-499a/hsa-mir-31/hsa-mir-217/hsa-mir-4521/hsa-mir-760/hsa-mir-20b/hsa-mir-105-2/hsa-mir-486-1/hsa-mir-133a-2/hsa-mir-34b/hsa-mir-320d-1/hsa-mir-592/hsa-mir-605/hsa-mir-204/hsa-mir-3200/hsa-mir-129-1/hsa-mir-30d/hsa-mir-4634/hsa-mir-346/hsa-mir-10a/hsa-let-7b/hsa-let-7g/hsa-mir-202/hsa-mir-150/hsa-mir-335/hsa-mir-214/hsa-mir-499b/hsa-mir-21/hsa-mir-141/hsa-mir-18b/hsa-mir-218-2/hsa-mir-491/hsa-mir-144/hsa-mir-223/hsa-mir-302c/hsa-mir-34c/hsa-mir-651/hsa-mir-342/hsa-mir-193a/hsa-mir-1290/hsa-mir-128-1/hsa-mir-373/hsa-mir-30a/hsa-mir-339/hsa-mir-378a/hsa-mir-503/hsa-mir-22/hsa-mir-190b/hsa-mir-708/hsa-mir-302a/hsa-mir-940/hsa-mir-218-1/hsa-mir-122/hsa-let-7i/hsa-mir-374b/hsa-mir-489/hsa-mir-376a-2/hsa-mir-15a/hsa-mir-181c/hsa-let-7c/hsa-mir-381/hsa-mir-193b/hsa-mir-138-1/hsa-mir-302b/hsa-mir-449b/hsa-mir-26a-1/hsa-let-7d/hsa-mir-27b/hsa-mir-27a/hsa-mir-221/hsa-mir-205/hsa-mir-302d/hsa-mir-496/hsa-mir-184/hsa-mir-542/hsa-mir-200b/hsa-mir-145/hsa-mir-206/hsa-mir-519d/hsa-mir-30b/hsa-mir-92b/hsa-mir-3196/hsa-mir-450b/hsa-mir-98/hsa-mir-630/hsa-mir-652/hsa-mir-181b-2/hsa-mir-24-1/hsa-mir-495/hsa-mir-215/hsa-mir-195/hsa-mir-139/hsa-mir-125b-1/hsa-mir-208a/hsa-mir-99a/hsa-mir-484/hsa-mir-106b/hsa-mir-133b/hsa-mir-138-2/hsa-mir-505/hsa-mir-1225/hsa-mir-200a/hsa-mir-520c/hsa-mir-26a-2/hsa-mir-574/hsa-mir-224/hsa-mir-324/hsa-mir-92a-2/hsa-mir-3646/hsa-mir-578/hsa-mir-492/hsa-mir-378b/hsa-mir-152/hsa-mir-15b/hsa-mir-26b/hsa-mir-494/hsa-mir-493/hsa-mir-762/hsa-mir-520h/hsa-mir-127/hsa-mir-191/hsa-mir-146b/hsa-mir-216b/hsa-mir-765/hsa-mir-922/hsa-mir-17/hsa-mir-197/hsa-mir-429/hsa-mir-660/hsa-mir-423/hsa-mir-137/hsa-mir-485/hsa-mir-182/hsa-mir-7107/hsa-mir-92a-1/hsa-mir-892b/hsa-mir-506/hsa-mir-4258/hsa-mir-802/hsa-mir-1246/hsa-mir-568/hsa-mir-24-2/hsa-mir-650/hsa-mir-365b/hsa-mir-4728/hsa-mir-633/hsa-mir-377/hsa-mir-874/hsa-mir-451a/hsa-mir-378e/hsa-mir-378f	232
"Carcinoma, Lung. Non-Small-Cell"	"Carcinoma, Lung. Non-Small-Cell"	162/478	217/1764	6.51E-56	1.40E-53	2.58E-54	hsa-mir-301a/hsa-mir-148b/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-590/hsa-mir-126/hsa-mir-33a/hsa-mir-192/hsa-mir-136/hsa-mir-199a-2/hsa-mir-142/hsa-mir-301b/hsa-mir-135b/hsa-mir-148a/hsa-mir-1271/hsa-mir-23a/hsa-mir-199a-1/hsa-mir-23b/hsa-mir-361/hsa-mir-128-2/hsa-mir-32/hsa-mir-140/hsa-mir-107/hsa-mir-30c-1/hsa-mir-210/hsa-mir-134/hsa-mir-675/hsa-mir-1304/hsa-let-7e/hsa-mir-153-2/hsa-mir-30c-2/hsa-mir-143/hsa-mir-222/hsa-mir-330/hsa-mir-320a/hsa-mir-376a-1/hsa-mir-29b-2/hsa-mir-7-1/hsa-mir-132/hsa-mir-296/hsa-mir-29b-1/hsa-mir-200c/hsa-mir-149/hsa-mir-196b/hsa-mir-95/hsa-mir-130a/hsa-mir-19b-1/hsa-mir-509-1/hsa-mir-212/hsa-mir-452/hsa-mir-18a/hsa-mir-1-2/hsa-mir-509-3/hsa-mir-19b-2/hsa-mir-509-2/hsa-mir-155/hsa-mir-203a/hsa-mir-29c/hsa-mir-1-1/hsa-mir-203b/hsa-mir-499a/hsa-mir-31/hsa-mir-187/hsa-mir-483/hsa-mir-20b/hsa-mir-541/hsa-mir-486-1/hsa-mir-133a-2/hsa-mir-592/hsa-mir-204/hsa-mir-129-1/hsa-mir-761/hsa-mir-30d/hsa-mir-10a/hsa-let-7b/hsa-let-7g/hsa-mir-150/hsa-mir-214/hsa-mir-499b/hsa-mir-21/hsa-mir-141/hsa-mir-218-2/hsa-mir-144/hsa-mir-223/hsa-mir-34c/hsa-mir-342/hsa-mir-193a/hsa-mir-543/hsa-mir-1290/hsa-mir-128-1/hsa-mir-373/hsa-mir-30a/hsa-mir-378a/hsa-mir-503/hsa-mir-22/hsa-mir-708/hsa-mir-382/hsa-mir-218-1/hsa-mir-122/hsa-mir-489/hsa-mir-376a-2/hsa-mir-15a/hsa-let-7c/hsa-mir-186/hsa-mir-193b/hsa-mir-138-1/hsa-mir-26a-1/hsa-let-7d/hsa-mir-3666/hsa-mir-27b/hsa-mir-27a/hsa-mir-221/hsa-mir-205/hsa-mir-184/hsa-mir-542/hsa-mir-200b/hsa-mir-145/hsa-mir-519d/hsa-mir-30b/hsa-mir-662/hsa-mir-92b/hsa-mir-98/hsa-mir-181b-2/hsa-mir-24-1/hsa-mir-495/hsa-mir-195/hsa-mir-139/hsa-mir-125b-1/hsa-mir-99a/hsa-mir-138-2/hsa-mir-200a/hsa-mir-26a-2/hsa-mir-92a-2/hsa-mir-422a/hsa-mir-378b/hsa-mir-520e/hsa-mir-152/hsa-mir-570/hsa-mir-26b/hsa-mir-494/hsa-mir-127/hsa-mir-191/hsa-mir-216b/hsa-mir-635/hsa-mir-325/hsa-mir-520a/hsa-mir-17/hsa-mir-197/hsa-mir-429/hsa-mir-3619/hsa-mir-137/hsa-mir-182/hsa-mir-92a-1/hsa-mir-599/hsa-mir-1246/hsa-mir-24-2/hsa-mir-365b/hsa-mir-500a/hsa-mir-377/hsa-mir-874/hsa-mir-378e/hsa-mir-378f	162
"Carcinoma, Colon"	"Carcinoma, Colon"	204/478	315/1764	1.51E-55	2.43E-53	4.48E-54	hsa-mir-106a/hsa-mir-628/hsa-mir-301a/hsa-mir-148b/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-455/hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-539/hsa-mir-590/hsa-mir-199b/hsa-mir-331/hsa-mir-126/hsa-mir-192/hsa-mir-199a-2/hsa-mir-142/hsa-mir-154/hsa-mir-301b/hsa-mir-135b/hsa-mir-130b/hsa-mir-148a/hsa-mir-19a/hsa-mir-23a/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-199a-1/hsa-mir-23b/hsa-mir-361/hsa-mir-345/hsa-mir-128-2/hsa-mir-32/hsa-mir-140/hsa-mir-107/hsa-mir-30c-1/hsa-mir-30e/hsa-mir-210/hsa-mir-134/hsa-mir-675/hsa-mir-410/hsa-let-7e/hsa-mir-153-2/hsa-mir-30c-2/hsa-mir-143/hsa-mir-222/hsa-mir-330/hsa-mir-320a/hsa-mir-376a-1/hsa-mir-29b-2/hsa-mir-340/hsa-mir-7-1/hsa-mir-132/hsa-mir-29b-1/hsa-mir-200c/hsa-mir-149/hsa-mir-93/hsa-mir-196b/hsa-mir-100/hsa-mir-95/hsa-mir-130a/hsa-mir-19b-1/hsa-mir-582/hsa-mir-509-1/hsa-mir-328/hsa-mir-598/hsa-mir-18a/hsa-mir-1-2/hsa-mir-509-3/hsa-mir-19b-2/hsa-mir-509-2/hsa-mir-155/hsa-mir-203a/hsa-mir-490/hsa-mir-29c/hsa-mir-1-1/hsa-mir-99b/hsa-mir-203b/hsa-mir-499a/hsa-mir-31/hsa-mir-551a/hsa-mir-217/hsa-mir-552/hsa-mir-187/hsa-mir-760/hsa-mir-483/hsa-mir-20b/hsa-mir-486-1/hsa-mir-133a-2/hsa-mir-34b/hsa-mir-592/hsa-mir-204/hsa-mir-129-1/hsa-mir-30d/hsa-let-7b/hsa-let-7g/hsa-mir-202/hsa-mir-150/hsa-mir-335/hsa-mir-214/hsa-mir-300/hsa-mir-499b/hsa-mir-21/hsa-mir-141/hsa-mir-18b/hsa-mir-218-2/hsa-mir-491/hsa-mir-144/hsa-mir-223/hsa-mir-34c/hsa-mir-342/hsa-mir-193a/hsa-mir-1290/hsa-mir-128-1/hsa-mir-373/hsa-mir-498/hsa-mir-30a/hsa-mir-339/hsa-mir-378a/hsa-mir-503/hsa-mir-22/hsa-mir-302a/hsa-mir-382/hsa-mir-218-1/hsa-mir-122/hsa-let-7i/hsa-mir-216a/hsa-mir-374b/hsa-mir-376a-2/hsa-mir-15a/hsa-let-7c/hsa-mir-186/hsa-mir-138-1/hsa-mir-371a/hsa-mir-26a-1/hsa-let-7d/hsa-mir-27a/hsa-mir-221/hsa-mir-205/hsa-mir-302d/hsa-mir-200b/hsa-mir-145/hsa-mir-206/hsa-mir-30b/hsa-mir-98/hsa-mir-630/hsa-mir-652/hsa-mir-181b-2/hsa-mir-24-1/hsa-mir-215/hsa-mir-195/hsa-mir-139/hsa-mir-125b-1/hsa-mir-337/hsa-mir-523/hsa-mir-99a/hsa-mir-484/hsa-mir-106b/hsa-mir-133b/hsa-mir-138-2/hsa-mir-200a/hsa-mir-26a-2/hsa-mir-224/hsa-mir-324/hsa-mir-92a-2/hsa-mir-422a/hsa-mir-492/hsa-mir-378b/hsa-mir-211/hsa-mir-152/hsa-mir-15b/hsa-mir-26b/hsa-mir-494/hsa-mir-493/hsa-mir-127/hsa-mir-191/hsa-mir-146b/hsa-mir-216b/hsa-mir-544a/hsa-mir-532/hsa-mir-520a/hsa-mir-1292/hsa-mir-17/hsa-mir-197/hsa-mir-429/hsa-mir-1297/hsa-mir-3182/hsa-mir-423/hsa-mir-137/hsa-mir-182/hsa-mir-92a-1/hsa-mir-1915/hsa-mir-506/hsa-mir-1246/hsa-mir-24-2/hsa-mir-4301/hsa-mir-362/hsa-mir-650/hsa-mir-365b/hsa-mir-431/hsa-mir-874/hsa-mir-451a/hsa-mir-378e/hsa-mir-378f	204
"Carcinoma, Gastric"	"Carcinoma, Gastric"	184/478	275/1764	2.42E-52	3.12E-50	5.76E-51	hsa-mir-106a/hsa-mir-628/hsa-mir-301a/hsa-mir-148b/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-455/hsa-mir-551b/hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-33b/hsa-mir-331/hsa-mir-126/hsa-mir-192/hsa-mir-136/hsa-mir-199a-2/hsa-mir-142/hsa-mir-135b/hsa-mir-130b/hsa-mir-148a/hsa-mir-1271/hsa-mir-19a/hsa-mir-23a/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-199a-1/hsa-mir-23b/hsa-mir-361/hsa-mir-128-2/hsa-mir-32/hsa-mir-140/hsa-mir-107/hsa-mir-30e/hsa-mir-210/hsa-mir-134/hsa-mir-675/hsa-mir-410/hsa-mir-143/hsa-mir-222/hsa-mir-320a/hsa-mir-29b-2/hsa-mir-340/hsa-mir-7-1/hsa-mir-132/hsa-mir-627/hsa-mir-374a/hsa-mir-29b-1/hsa-mir-200c/hsa-mir-149/hsa-mir-93/hsa-mir-196b/hsa-mir-100/hsa-mir-130a/hsa-mir-1266/hsa-mir-19b-1/hsa-mir-509-1/hsa-mir-328/hsa-mir-212/hsa-mir-18a/hsa-mir-1-2/hsa-mir-509-3/hsa-mir-504/hsa-mir-19b-2/hsa-mir-509-2/hsa-mir-155/hsa-mir-203a/hsa-mir-490/hsa-mir-29c/hsa-mir-1-1/hsa-mir-203b/hsa-mir-499a/hsa-mir-31/hsa-mir-217/hsa-mir-187/hsa-mir-760/hsa-mir-483/hsa-mir-486-1/hsa-mir-133a-2/hsa-mir-34b/hsa-mir-204/hsa-mir-129-1/hsa-mir-10a/hsa-let-7b/hsa-let-7g/hsa-mir-202/hsa-mir-335/hsa-mir-214/hsa-mir-499b/hsa-mir-21/hsa-mir-141/hsa-mir-218-2/hsa-mir-144/hsa-mir-223/hsa-mir-34c/hsa-mir-193a/hsa-mir-543/hsa-mir-128-1/hsa-mir-30a/hsa-mir-339/hsa-mir-378a/hsa-mir-503/hsa-mir-22/hsa-mir-190b/hsa-mir-940/hsa-mir-624/hsa-mir-647/hsa-mir-218-1/hsa-mir-122/hsa-let-7i/hsa-mir-374b/hsa-mir-181c/hsa-let-7c/hsa-mir-449c/hsa-mir-186/hsa-mir-381/hsa-mir-519b/hsa-mir-193b/hsa-mir-28/hsa-mir-26a-1/hsa-mir-520d/hsa-mir-519e/hsa-mir-27b/hsa-mir-27a/hsa-mir-221/hsa-mir-205/hsa-mir-542/hsa-mir-200b/hsa-mir-145/hsa-mir-206/hsa-mir-519d/hsa-mir-30b/hsa-mir-92b/hsa-mir-630/hsa-mir-652/hsa-mir-181b-2/hsa-mir-24-1/hsa-mir-495/hsa-mir-215/hsa-mir-520b/hsa-mir-139/hsa-mir-125b-1/hsa-mir-337/hsa-mir-99a/hsa-mir-676/hsa-mir-106b/hsa-mir-133b/hsa-mir-505/hsa-mir-26a-2/hsa-mir-574/hsa-mir-224/hsa-mir-92a-2/hsa-mir-1303/hsa-mir-422a/hsa-mir-378b/hsa-mir-520e/hsa-mir-152/hsa-mir-15b/hsa-mir-26b/hsa-mir-494/hsa-mir-127/hsa-mir-191/hsa-mir-146b/hsa-mir-629/hsa-mir-544a/hsa-mir-532/hsa-mir-17/hsa-mir-197/hsa-mir-429/hsa-mir-1297/hsa-mir-423/hsa-mir-137/hsa-mir-182/hsa-mir-92a-1/hsa-mir-506/hsa-mir-24-2/hsa-mir-362/hsa-mir-365b/hsa-mir-500a/hsa-mir-377/hsa-mir-874/hsa-mir-451a/hsa-mir-378e/hsa-mir-378f	184
"Carcinoma, Prostate"	"Carcinoma, Prostate"	174/478	256/1764	1.48E-50	1.59E-48	2.93E-49	hsa-mir-628/hsa-mir-301a/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-323b/hsa-mir-455/hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-590/hsa-mir-331/hsa-mir-126/hsa-mir-33a/hsa-mir-199a-2/hsa-mir-154/hsa-mir-301b/hsa-mir-135b/hsa-mir-130b/hsa-mir-148a/hsa-mir-1271/hsa-mir-19a/hsa-mir-23a/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-199a-1/hsa-mir-23b/hsa-mir-361/hsa-mir-345/hsa-mir-128-2/hsa-mir-32/hsa-mir-30c-1/hsa-mir-323a/hsa-mir-188/hsa-mir-210/hsa-mir-134/hsa-mir-675/hsa-mir-410/hsa-let-7e/hsa-mir-30c-2/hsa-mir-143/hsa-mir-222/hsa-mir-320a/hsa-mir-376a-1/hsa-mir-29b-2/hsa-mir-340/hsa-mir-7-1/hsa-mir-132/hsa-mir-296/hsa-mir-29b-1/hsa-mir-200c/hsa-mir-149/hsa-mir-93/hsa-mir-181d/hsa-mir-639/hsa-mir-100/hsa-mir-130a/hsa-mir-19b-1/hsa-mir-582/hsa-mir-212/hsa-mir-452/hsa-mir-18a/hsa-mir-1-2/hsa-mir-19b-2/hsa-mir-155/hsa-mir-203a/hsa-mir-29c/hsa-mir-1-1/hsa-mir-499a/hsa-mir-31/hsa-mir-3189/hsa-mir-187/hsa-mir-483/hsa-mir-541/hsa-mir-133a-2/hsa-mir-1247/hsa-mir-34b/hsa-mir-204/hsa-mir-129-1/hsa-mir-30d/hsa-let-7b/hsa-let-7g/hsa-mir-150/hsa-mir-335/hsa-mir-214/hsa-mir-499b/hsa-mir-21/hsa-mir-141/hsa-mir-23c/hsa-mir-218-2/hsa-mir-223/hsa-mir-34c/hsa-mir-3677/hsa-mir-342/hsa-mir-193a/hsa-mir-543/hsa-mir-631/hsa-mir-1290/hsa-mir-128-1/hsa-mir-373/hsa-mir-30a/hsa-mir-378a/hsa-mir-503/hsa-mir-22/hsa-mir-708/hsa-mir-302a/hsa-mir-940/hsa-mir-382/hsa-mir-606/hsa-mir-218-1/hsa-mir-122/hsa-mir-376a-2/hsa-mir-15a/hsa-mir-297/hsa-mir-181c/hsa-let-7c/hsa-mir-449c/hsa-mir-381/hsa-mir-193b/hsa-mir-138-1/hsa-mir-449b/hsa-mir-371a/hsa-mir-26a-1/hsa-let-7d/hsa-mir-27b/hsa-mir-27a/hsa-mir-221/hsa-mir-205/hsa-mir-200b/hsa-mir-145/hsa-mir-92b/hsa-mir-630/hsa-mir-181b-2/hsa-mir-24-1/hsa-mir-495/hsa-mir-195/hsa-mir-139/hsa-mir-125b-1/hsa-mir-208a/hsa-mir-99a/hsa-mir-1301/hsa-mir-106b/hsa-mir-133b/hsa-mir-138-2/hsa-mir-200a/hsa-mir-26a-2/hsa-mir-574/hsa-mir-224/hsa-mir-5004/hsa-mir-378b/hsa-mir-152/hsa-mir-15b/hsa-mir-3149/hsa-mir-26b/hsa-mir-494/hsa-mir-191/hsa-mir-146b/hsa-mir-1227/hsa-mir-765/hsa-mir-17/hsa-mir-197/hsa-mir-429/hsa-mir-3654/hsa-mir-3619/hsa-mir-1297/hsa-mir-485/hsa-mir-182/hsa-mir-3120/hsa-mir-4518/hsa-mir-24-2/hsa-mir-650/hsa-mir-500a/hsa-mir-377/hsa-mir-378e/hsa-mir-378f	174
Neoplasms [unspecific]	Neoplasms [unspecific]	152/478	208/1764	6.67E-50	6.14E-48	1.13E-48	hsa-mir-106a/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-455/hsa-mir-590/hsa-mir-199b/hsa-mir-126/hsa-mir-192/hsa-mir-199a-2/hsa-mir-142/hsa-mir-148a/hsa-mir-23a/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-199a-1/hsa-mir-23b/hsa-mir-128-2/hsa-mir-32/hsa-mir-323a/hsa-mir-188/hsa-mir-30e/hsa-mir-210/hsa-let-7e/hsa-mir-143/hsa-mir-222/hsa-mir-330/hsa-mir-29b-2/hsa-mir-7-1/hsa-mir-296/hsa-mir-627/hsa-mir-29b-1/hsa-mir-200c/hsa-mir-149/hsa-mir-1291/hsa-mir-93/hsa-mir-181d/hsa-mir-100/hsa-mir-130a/hsa-mir-509-1/hsa-mir-452/hsa-mir-18a/hsa-mir-1-2/hsa-mir-509-3/hsa-mir-509-2/hsa-mir-155/hsa-mir-511/hsa-mir-203a/hsa-mir-29c/hsa-mir-1-1/hsa-mir-203b/hsa-mir-499a/hsa-mir-31/hsa-mir-3189/hsa-mir-486-1/hsa-mir-133a-2/hsa-mir-34b/hsa-mir-204/hsa-mir-1298/hsa-mir-129-1/hsa-mir-30d/hsa-mir-10a/hsa-let-7b/hsa-let-7g/hsa-mir-150/hsa-mir-335/hsa-mir-214/hsa-mir-300/hsa-mir-499b/hsa-mir-21/hsa-mir-141/hsa-mir-218-2/hsa-mir-144/hsa-mir-223/hsa-mir-302c/hsa-mir-34c/hsa-mir-193a/hsa-mir-128-1/hsa-mir-373/hsa-mir-30a/hsa-mir-22/hsa-mir-708/hsa-mir-302a/hsa-mir-382/hsa-mir-624/hsa-mir-218-1/hsa-mir-122/hsa-let-7i/hsa-mir-15a/hsa-mir-181c/hsa-let-7c/hsa-mir-138-1/hsa-mir-302b/hsa-mir-28/hsa-mir-371a/hsa-mir-26a-1/hsa-mir-520d/hsa-let-7d/hsa-mir-519e/hsa-mir-27b/hsa-mir-27a/hsa-mir-221/hsa-mir-205/hsa-mir-302d/hsa-mir-184/hsa-mir-542/hsa-mir-200b/hsa-mir-145/hsa-mir-206/hsa-mir-98/hsa-mir-630/hsa-mir-181b-2/hsa-mir-24-1/hsa-mir-495/hsa-mir-215/hsa-mir-195/hsa-mir-139/hsa-mir-125b-1/hsa-mir-1301/hsa-mir-106b/hsa-mir-133b/hsa-mir-138-2/hsa-mir-200a/hsa-mir-520c/hsa-mir-26a-2/hsa-mir-520f/hsa-mir-1267/hsa-mir-224/hsa-mir-92a-2/hsa-mir-211/hsa-mir-152/hsa-mir-15b/hsa-mir-26b/hsa-mir-494/hsa-mir-493/hsa-mir-191/hsa-mir-146b/hsa-mir-629/hsa-mir-532/hsa-mir-17/hsa-mir-429/hsa-mir-660/hsa-mir-423/hsa-mir-137/hsa-mir-182/hsa-mir-92a-1/hsa-mir-506/hsa-mir-501/hsa-mir-24-2/hsa-mir-4728/hsa-mir-3177/hsa-mir-451a	152
