ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Chronic Hepatitis	Chronic Hepatitis	11/482	11/1764	5.83E-07	1.63E-06	2.71E-07	hsa-mir-224/hsa-mir-101-1/hsa-mir-101-2/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-215/hsa-mir-122/hsa-mir-145/hsa-mir-143/hsa-mir-126/hsa-mir-203a	11
"Adenocarcinoma, Gastric"	"Adenocarcinoma, Gastric"	25/482	38/1764	6.34E-07	1.76E-06	2.92E-07	hsa-mir-21/hsa-mir-93/hsa-mir-96/hsa-mir-34a/hsa-mir-20a/hsa-mir-17/hsa-let-7c/hsa-mir-205/hsa-mir-20b/hsa-mir-483/hsa-mir-223/hsa-mir-127/hsa-mir-455/hsa-mir-302b/hsa-mir-16-1/hsa-mir-145/hsa-mir-381/hsa-mir-125b-1/hsa-mir-100/hsa-mir-143/hsa-mir-193a/hsa-mir-203a/hsa-mir-15a/hsa-mir-23a/hsa-mir-320e	25
hypoxia/reoxygenation (H/R)	hypoxia/reoxygenation (H/R)	25/482	38/1764	6.34E-07	1.76E-06	2.92E-07	hsa-mir-21/hsa-mir-221/hsa-mir-34a/hsa-mir-130a/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-339/hsa-mir-129-1/hsa-mir-16-2/hsa-mir-494/hsa-mir-186/hsa-mir-520d/hsa-mir-27a/hsa-mir-134/hsa-mir-496/hsa-mir-495/hsa-mir-16-1/hsa-mir-145/hsa-mir-24-1/hsa-mir-200a/hsa-mir-129-2/hsa-mir-140/hsa-mir-423/hsa-mir-155/hsa-mir-24-2	25
Bronchopulmonary Dysplasia	Bronchopulmonary Dysplasia	14/482	16/1764	7.61E-07	2.10E-06	3.47E-07	hsa-mir-21/hsa-mir-34a/hsa-mir-130b/hsa-mir-431/hsa-mir-214/hsa-mir-503/hsa-mir-206/hsa-mir-411/hsa-mir-382/hsa-let-7f-2/hsa-mir-29b-1/hsa-mir-29b-2/hsa-let-7f-1/hsa-mir-146b	14
T-Cell Differentiation	T-Cell Differentiation	14/482	16/1764	7.61E-07	2.10E-06	3.47E-07	hsa-mir-21/hsa-mir-139/hsa-let-7c/hsa-let-7d/hsa-mir-16-2/hsa-mir-10a/hsa-let-7g/hsa-let-7b/hsa-let-7a-2/hsa-mir-150/hsa-mir-16-1/hsa-mir-15b/hsa-mir-185/hsa-mir-155	14
bisphenol A (BPA)	bisphenol A (BPA)	22/482	32/1764	9.91E-07	2.72E-06	4.50E-07	hsa-mir-10b/hsa-mir-21/hsa-mir-34c/hsa-mir-19a/hsa-mir-19b-2/hsa-let-7c/hsa-mir-636/hsa-mir-214/hsa-mir-1224/hsa-let-7d/hsa-mir-149/hsa-let-7f-2/hsa-let-7b/hsa-let-7a-2/hsa-mir-30a/hsa-mir-27b/hsa-mir-19b-1/hsa-mir-15b/hsa-let-7f-1/hsa-mir-192/hsa-mir-1915/hsa-mir-155	22
"Leukemia, Myeloid"	"Leukemia, Myeloid"	15/482	18/1764	1.04E-06	2.83E-06	4.69E-07	hsa-mir-34c/hsa-mir-139/hsa-mir-18a/hsa-mir-19a/hsa-mir-20a/hsa-mir-17/hsa-mir-19b-2/hsa-mir-449b/hsa-mir-150/hsa-mir-27b/hsa-mir-19b-1/hsa-mir-125b-1/hsa-mir-92a-2/hsa-mir-92a-1/hsa-mir-23a	15
Autism Spectrum Disorder	Autism Spectrum Disorder	20/482	28/1764	1.22E-06	3.28E-06	5.44E-07	hsa-mir-21/hsa-mir-93/hsa-mir-103a-1/hsa-mir-103a-2/hsa-mir-181b-2/hsa-mir-34b/hsa-mir-431/hsa-mir-132/hsa-mir-129-1/hsa-mir-148b/hsa-mir-27a/hsa-mir-23b/hsa-mir-484/hsa-mir-212/hsa-mir-15a/hsa-mir-146b/hsa-mir-129-2/hsa-mir-140/hsa-mir-23a/hsa-mir-106b	20
baicalin (BAI)	baicalin (BAI)	16/482	20/1764	1.23E-06	3.28E-06	5.44E-07	hsa-mir-424/hsa-mir-21/hsa-mir-183/hsa-mir-217/hsa-mir-19a/hsa-mir-338/hsa-mir-205/hsa-mir-223/hsa-mir-30c-2/hsa-mir-766/hsa-mir-30c-1/hsa-mir-10a/hsa-mir-31/hsa-mir-145/hsa-mir-126/hsa-mir-23a	16
estradiol-17β (E2)	estradiol-17β (E2)	16/482	20/1764	1.23E-06	3.28E-06	5.44E-07	hsa-mir-93/hsa-mir-9-1/hsa-mir-9-3/hsa-mir-9-2/hsa-mir-34a/hsa-mir-7-3/hsa-mir-30c-2/hsa-mir-30c-1/hsa-mir-7-1/hsa-let-7a-2/hsa-mir-27b/hsa-mir-125b-1/hsa-mir-140/hsa-mir-506/hsa-mir-148a/hsa-mir-155	16
